"x","y","z","color"
123.915,298.962,-50.422,8
96.736,360.51,130.65,2
84.378,216.794,73.149,5
25.59,353.999,66.486,3
56.55,316.493,131.958,2
47.41,316.344,124.125,2
88.58,535.155,33.351,6
53.063,481.613,79.952,6
88.386,277.489,107.624,5
131.496,364.956,25.95,4
113.842,309.932,80.897,4
106.626,263.651,-133.312,0
94.729,221.323,96.614,5
114.607,283.986,-44.362,8
75.704,335.824,106.68,2
103.411,333.115,100.827,4
74.059,545.328,37.096,6
14.104,391.991,74.54,7
115.58,341.368,93.984,4
31.975,556.922,-151.813,1
84.752,372.638,132.353,2
72.048,358.958,115.097,2
82.797,264.86,107.998,5
86.311,277.213,-159.561,0
92.901,265.534,-133.013,0
101.856,410.505,127.93,7
75.71,545.874,44.709,6
75.133,426.864,129.417,7
96.285,238.318,111.033,5
68.101,291.022,110.687,5
81.894,246.453,116.16,5
81.886,241.975,139.065,5
56.604,332.187,-127.695,0
36.209,508.231,-75.28,1
106.74,491.138,-118.853,1
99.466,316.63,129.271,2
118.423,425.25,121.58,7
91.775,302.584,101.363,2
43.095,507.428,-69.593,1
52.105,238.149,159.557,5
81.399,457.776,107.484,7
75.573,304.448,122.821,2
28.742,449.345,99.956,7
125.287,347.879,88.744,4
83.529,434.22,126.031,7
19.018,431.996,97.684,7
32.185,480.225,77.78,6
80.286,242.003,149.861,5
20.238,362.624,44.441,3
25.861,289.974,20.733,3
64.605,355.724,123.449,2
135.698,377.406,94.945,4
21.262,364.314,68.733,3
64.49,493.044,43.463,6
115.709,483.568,-59.434,1
144.557,486.887,63.802,6
98.659,272.896,-102.8,0
78.181,373.286,155.339,2
109.505,273.552,-155.318,0
47.167,551.459,-133.293,1
122.133,304.714,30.177,8
39.457,383.864,124.233,3
100.359,193.302,49.124,5
112.999,460.068,99.434,7
90.39,263.254,118.929,5
25.23,427.843,109.241,7
24.846,354.842,41.025,3
66.127,310.944,130.449,2
127.633,349.218,71.125,4
140.23,376.669,43.15,4
20.088,488.962,44.622,6
61.162,197.882,79.363,5
84.102,342.646,111.41,2
66.839,217.694,89.871,5
72.868,242.237,99.333,5
74.673,337.377,145.029,2
56.76,188.336,68.073,5
123.332,344.278,72.148,4
34.776,540.638,-93.89,1
70.314,261.331,115.304,5
88.555,519.748,36.199,6
72.276,275.755,101.26,5
70.319,206.326,85.069,5
64.653,309.721,98.093,2
110.417,476.604,-163.261,1
86.738,215.831,76.127,5
156.195,87.768,52.905,10
132.933,360.147,56.913,4
143.147,408.27,89.62,4
66.991,258.386,118.963,5
60.665,499.364,35.783,6
58.398,344.676,117.562,2
56.193,455.217,112.414,7
65.182,179.732,50.174,5
108.587,316.759,37.227,8
66.94,277.167,101.404,5
64.857,197.302,55.35,5
82.832,484.623,90.088,6
116.683,365.598,118.811,2
78.464,262.867,129.045,5
97.487,498.18,37.193,6
85.502,234.923,74.477,5
118.391,282.651,-51.049,8
75.425,534.198,59.345,6
35.252,293.903,69.874,3
26.161,307.462,46.724,3
68.877,377.166,131.618,2
114.544,485.241,-148.875,1
96.939,209.565,95.219,5
62.752,301.774,73.848,2
46.8,521.162,-48.508,1
38.785,330.814,17.645,3
80.361,192.631,73.806,5
100.786,321.71,99.622,2
12.778,397.874,55.297,3
118.3,320.989,97.199,4
73.386,286.489,47.48,8
108.928,234.705,118.68,5
45.754,566.439,-144.321,1
86.2,372.353,130.113,2
118.166,280.607,51.24,8
29.93,325.51,110.306,3
112.734,501.952,-8.464,6
113.253,290.553,-53.556,8
124.202,465.716,-169.519,1
87.248,298.488,109.337,2
79.267,494.125,88.439,6
32.626,438.286,113.412,7
12.816,423.078,84.79,7
99.186,275.411,-142.95,0
77.422,217.756,84.069,5
-3.783,75.893,73.794,9
68.043,271.577,111.43,5
39.741,320.812,-74.758,0
100.485,312.063,16.143,8
74.312,522.032,73.233,6
118.559,482.235,-62.978,1
77.558,411.974,131.194,2
78.791,290.219,25.649,8
125.244,494.755,-58.922,1
23.384,313.732,-19,0
67.965,308.723,97.516,2
58.757,230.383,87.859,5
65.18,255.798,131.358,5
113.142,502.831,45.676,6
81.779,205.969,83.777,5
55.468,240.53,110.492,5
101.793,475.224,-169.587,1
85.617,306.364,109.094,2
24.375,546.859,-171.005,1
147.852,128.611,19.951,10
32.043,298.172,0.488,3
123.775,302.4,30.816,8
65.364,208.746,92.865,5
56.25,488.304,64.399,6
63.491,300.034,93.602,2
5.646,145.944,21.671,9
110.319,246.381,153.635,5
70.579,321.656,100.016,2
81.623,449.54,109.256,7
81.336,405.452,124.033,7
65.34,262.796,119.313,5
35.74,556.335,-136.782,1
51.21,311.724,71.704,3
75.517,383.739,137.593,2
-17.539,109.683,31.249,9
56.697,189.74,44.86,5
31.017,288.062,21.792,3
46.432,394.733,130.385,7
100.418,269.406,-149.401,0
56.037,305.554,96.715,2
88.15,494.377,43.126,6
83.437,372.488,124.888,2
106.224,270.668,-145.18,0
16.848,440.565,90.366,7
68.631,413.276,128.355,7
118.673,161.616,34.684,10
75.265,284.72,41.384,8
19.325,380.102,99.074,3
31.433,555.41,-139.33,1
61.51,295.045,100.598,2
27.383,352.76,77.944,3
97.705,251.274,91.487,5
62.932,316.643,108.119,2
124.397,352.332,16.322,4
79.826,285.367,95.868,5
89.727,323.722,-3.736,8
60.138,335.667,-126.946,0
67.611,496.626,91.336,6
26.312,316.577,71.525,3
93.738,202.045,65.073,5
119.935,502.477,-95.015,1
67.127,400.392,131.981,2
78.745,338.707,127.435,2
48.002,324.454,-110.613,0
28.405,549.092,-132.272,1
138.477,377.219,82.197,4
104.856,474.954,-170.171,1
75.311,555.84,-21.694,6
20.91,364.517,31.434,3
64.454,318.679,-170.508,0
57.013,188.85,68.764,5
71.172,276.285,118.948,5
97.194,346.743,118.66,2
29.741,503.203,18.973,6
74.388,280.978,97.671,5
92.312,451.292,115.393,7
130.299,436.947,107.111,7
74.716,359.564,130.873,2
90.712,255.995,134.402,5
27.422,148.644,26.293,9
25.836,384.814,113.865,3
72.091,392.381,130.588,2
90.195,275.502,-106.771,0
74.126,430.535,126.287,7
111.912,294.934,51.249,8
37.17,329.689,-144.589,0
85.773,360.212,124.399,2
112.541,302.716,54.157,8
73.206,335.45,152.298,2
93.963,503.354,42.49,6
-13.643,89.504,46.582,9
10.947,394.45,52.14,3
81.602,381.622,121.969,2
101.963,187.812,38.676,5
51.764,338.68,114.975,2
132.951,360.04,60.554,4
69.214,380.005,125.316,2
132.561,360.156,39.403,4
123.162,505.483,-24.223,1
94.23,338.301,112.194,2
-10.907,73.281,68.889,9
146.207,418.204,84.244,4
58.213,340.483,-128.201,0
80.601,410.169,129.012,7
32.996,315.418,-19.525,0
101.831,243.287,115.361,5
55.507,339.108,-132.241,0
73.13,421.984,111.48,7
21.519,315.278,-20.3,0
144.432,137.765,17.309,10
35.862,306.526,-18.338,0
122.943,507.091,-10.834,6
68.068,458.727,103.916,7
62.075,214.618,115.086,5
129.421,507.496,30.673,6
88.305,320.175,-2.666,8
38.998,347.29,109.473,3
66.888,302.485,135.616,2
51.006,380.285,128.499,2
30.173,357.999,18.577,3
52.285,339.004,-150.156,0
92.843,379.34,134.27,2
63.434,222.795,147.953,5
80.469,317.491,118.398,2
134.288,362.547,51.389,4
124.715,330.693,108.404,4
104.697,394.078,132.038,2
38.218,341.476,-151.531,0
142.451,381.67,55.626,4
119.559,505.042,-26.926,1
54.249,244.684,93.337,5
54.087,311.12,82.798,2
111.222,494.209,-144.503,1
68.183,276.535,106.438,5
119.54,301.688,-45.546,8
71.866,281.686,35.523,8
108.732,281.554,-63.497,8
49.28,468.736,102.576,6
158.445,108.454,46.471,10
78.896,250.811,114.1,5
46.854,319.575,-70.54,0
75.525,305.836,136.943,2
112.247,482.161,-138.766,1
104.885,243.976,117.032,5
34.261,312.193,90.581,3
115.906,327.653,44.531,4
66.607,338.211,113.824,2
34.727,539.134,-89.406,1
50.783,324.711,-106.501,0
92.434,228.019,78.782,5
82.086,453.908,114.281,7
105.643,258.609,-153.291,0
88.863,254.731,136.013,5
60.536,317.099,98.074,2
130.867,294.746,-16.637,8
133.903,362.872,62.147,4
141.748,389.098,77.233,4
81.655,494.613,98.192,6
123.782,497.64,-71.062,1
101.65,486.09,-151.073,1
131.662,294.926,49.081,8
75.625,233.575,90.879,5
100.274,472.959,-165.918,1
133.908,489.186,51.121,6
70.168,384.725,130.603,2
42.604,538.783,-162.947,1
140.572,385.445,48.935,4
28.128,448.101,100.347,7
72.538,420.533,129.248,7
80.508,534.874,51.765,6
77.496,283.657,34.509,8
94.24,194.486,48.87,5
58.613,483.931,71.755,6
62.785,335.948,111.758,2
66.423,370.112,132.686,2
92.079,301.862,18.067,8
78.297,238.928,92.642,5
77.036,418.389,131.483,7
86.519,275.773,-153.007,0
80.062,306.309,113.76,2
90.5,282.252,99.359,5
45.99,67.015,106.274,9
35.154,321.568,-164.483,0
106.096,309.888,118.431,2
119.965,304.115,101.884,2
67.22,278.689,110.305,5
109.219,291.16,-32.865,8
62.846,327.279,104.286,2
94.371,188.222,45.229,5
44.259,328.96,11.343,3
92.063,276.209,-139.018,0
70.593,367.897,118.036,2
53.391,329.691,107.544,2
109.886,170.21,41.464,5
61.774,254.807,138.353,5
146.573,422.182,82.3,4
73.997,524.192,64.686,6
135.604,449.929,87.911,7
120.067,489.663,-153.925,1
94.245,511.123,47.532,6
85.437,308.014,109.202,2
93.296,317.956,112.737,2
69.198,320.886,100.258,2
39.577,337.797,-48.6,0
46.202,304.151,88.551,2
119.001,480.54,-161.43,1
112.489,505.921,-152.026,1
46.349,510.117,-69.368,1
84.955,306.245,99.959,2
-5.597,112.968,38.283,9
69.27,239.385,97.833,5
88.364,190.838,51.806,5
55.815,302.935,107.807,2
67.256,534.331,49.36,6
44.023,540.183,-159.137,1
77.289,486.129,94.632,6
91.378,220.275,127.614,5
75.817,392.46,145.076,2
62.509,304.035,102.195,2
81.228,400.16,130.307,2
115.071,168.535,23.654,5
84.525,293.452,112.609,2
50.819,308.368,46.477,3
80.081,531.058,54.129,6
31.248,545.707,-121.069,1
46.778,323.772,-46.513,0
148.194,140.595,17.59,10
138.477,482.768,73.896,6
77.648,454.802,115.74,7
81.437,292.293,95.263,2
121.791,327.195,116.502,2
127.104,327.953,99.474,4
89.189,220.467,133.132,5
119.18,395.558,123.691,2
131.609,490.187,52.109,6
118.715,329.755,60.059,4
39.19,357.039,116.271,3
71.134,287.938,102.69,5
107.586,278.083,-135.822,0
56.363,330.769,-154.97,0
128.299,352.009,76.822,4
60.416,229.468,70.872,5
81.095,268.422,118.943,5
127.632,307.662,-61.934,8
76.232,552.383,-6.97,6
30.206,392.44,121.363,7
91.229,357.39,127.851,2
85.697,318.889,101.113,2
52.397,315.968,106.351,2
43.457,381.846,129.545,2
33.933,531.631,-77.309,1
70.834,399.05,131.678,2
122.652,506.167,-19.853,1
88.892,323.665,111.353,2
72.938,422.085,128.578,7
138.819,379.644,78.382,4
75.772,302.343,125.291,2
81.49,294.972,110.649,2
110.054,322.396,104.119,2
79.043,242.679,154.454,5
35.923,384.923,126.331,3
106.044,509.047,39.758,6
79.734,554.501,-6.471,6
81.01,280.249,126.207,5
33.115,548.856,-116.652,1
113.633,365.05,121.713,2
89.509,196.461,55.23,5
34.017,545.622,-108.326,1
110.433,489.486,-51.405,1
-9.074,95.436,48.413,9
86.348,272.78,113.069,5
66.544,267.477,120.974,5
74.981,314.814,145.543,2
74.073,550.339,14.661,6
103.561,298.357,-51.794,8
78.095,304.608,15.707,8
107.296,324.203,15.594,8
50.409,333.592,-158.391,0
54.421,491.914,68.018,6
119.894,488.805,-82.121,1
79.043,549.097,30.438,6
84.93,283.606,99.681,5
69.426,299.493,104.71,2
31.754,340.367,29.567,3
98.361,429.89,126.527,7
98.213,266.683,-152.431,0
78.93,500.894,85.112,6
111.022,214.849,104.476,5
71.818,214.256,77.087,5
108.606,285.028,-51.982,8
74.057,342.112,154.894,2
126.422,478.009,84.108,7
77.487,297.531,19.496,8
12.482,395.023,53.53,3
104.951,488.344,-71.862,1
79.854,327.602,-9.649,8
72.409,317.223,1.065,8
72.426,280.39,112.099,5
116.881,282.061,23.654,8
78.493,330.347,-5.698,8
65.489,216.489,132.835,5
27.295,502.952,31.129,6
114.468,316.733,97.347,4
74.27,448.316,120.724,7
99.578,464.276,-168.784,1
120.77,476.704,-167.679,1
49.909,332.896,-162.939,0
126.172,469.603,-169.338,1
62.5,179.248,56.692,5
106.057,487.271,-78.59,1
102.295,297.05,-49.61,8
39.757,383.925,124.433,3
44.681,328.732,-159.436,0
99.566,199.232,79.19,5
-5.142,65.579,88.424,9
10.845,469.885,49.936,6
46.37,299.111,93.937,2
77.485,521.207,10.634,6
114.616,462.409,-170.546,1
37.317,553.139,-152.601,1
70.836,274.633,120.924,5
110.644,425.693,123.875,7
81.283,445.742,119.662,7
51.152,528.376,-170.253,1
135.874,143.763,29.87,10
82.186,526.632,28.054,6
78.987,354.81,151.898,2
111.184,502.653,6.889,6
117.262,169.72,39.046,5
88.419,531.091,34.414,6
86.703,337.339,121.315,2
115.522,495.774,-101.25,1
36.486,543.513,-118.915,1
78.773,479.199,97.952,6
33.567,343.514,77.136,3
84.621,271.556,108.503,5
67.326,368.459,126.741,2
123.367,504.726,-28.543,1
108.292,292.748,-68.99,8
39.595,303.638,21.256,3
37.546,405.783,125.983,7
117.435,384.214,124.203,2
82.161,388.286,127.304,2
70.387,493.385,79.09,6
124.717,336.363,62.646,4
69.567,304.27,132.625,2
40.426,529.82,-167.445,1
81.322,419.629,124.277,7
45.76,324.928,-164.352,0
109.157,483.683,-128.781,1
16.255,396.972,104.853,3
99.362,203.723,99.614,5
86.619,245.688,137.423,5
80.181,452.378,114.041,7
16.691,476.945,60.311,6
67.192,352.291,125.308,2
74.279,306.837,93.966,2
119.23,405.187,124.422,2
52.241,325.855,7.719,3
40.336,545.737,-118.869,1
114.642,319.293,50.411,4
52.329,322.191,98.593,2
87.79,368.456,126.901,2
33.707,537.707,-161.395,1
62.334,308.643,96.434,2
89.001,277.469,-121.273,0
65.552,191.141,48.482,5
64.255,343.269,118.945,2
84.892,533.747,49.035,6
30.784,510.612,-9.735,6
98.036,316.045,91.116,2
78.767,330.067,-5.09,8
79.441,551.663,14.232,6
71.69,297.901,96.613,2
29.458,340.789,53.509,3
86.172,273.515,-164.181,0
27.882,308.387,60.056,3
33.508,508.983,-68.617,1
15.55,397.685,99.549,3
121.842,460.834,92.369,7
103.39,498.578,-75.551,1
58.494,407.531,129.962,7
42.452,504.641,-3.357,6
63.445,216.177,131.622,5
36.964,307.447,68.418,3
75.671,283.976,119.351,5
59.363,333.357,-147.846,0
137.196,369.003,47.147,4
80.694,300.962,93.434,2
15.984,372.023,53.661,3
59.735,309.133,118.819,2
33.636,334.753,41.718,3
45.241,501.172,13.199,6
163.111,103.815,51.604,10
77.971,320.583,-6.856,8
38.897,319.786,-34.767,0
73.959,535.767,58.681,6
36.917,326.483,59.746,3
37.071,446.022,109.707,7
144.193,473.5,58.437,6
43.205,510.085,-30.792,6
90.29,276.376,-108.007,0
102.135,382.109,131.481,2
81.619,278.775,117.331,5
90.579,534.21,22.343,6
91.271,307.661,89.263,2
75.664,553.112,-21.095,6
104.433,299.167,-34.913,8
61.535,243.475,108.033,5
83.981,358.701,126.271,2
119.39,498.394,-83.894,1
90.999,368.997,128.359,2
131.735,146.337,29.399,10
112.484,301.589,59.732,8
116.946,287.998,-69.831,0
28.282,338.556,-48.491,0
76.439,215.002,68.896,5
106.825,489.186,-96.781,1
76.161,476.35,102.591,6
102.148,254.727,130.106,5
79.661,216.911,146.094,5
121.233,295.639,72.37,4
138.394,337.915,98.894,4
90.799,327.076,111.221,2
76.121,297.944,93.259,2
75.346,340.396,128.604,2
116.735,214.175,122.738,5
44.985,506.596,23.171,6
76.556,335.92,157.4,2
115.292,498.712,43.933,6
72.684,250.144,119.503,5
24.567,353.702,42.298,3
83.725,279.568,109.206,5
35.8,528.387,-70.696,1
60.254,306.286,119.299,2
62.558,274.232,112.889,5
37.397,536.71,-102.472,1
139.41,337.549,86.343,4
109.95,342.632,4.504,8
103.081,491.532,41.953,6
55.196,369.276,127.44,2
81.944,449.029,118.375,7
36.553,469.207,88.474,6
73.625,203.636,76.234,5
50.093,334.342,-119.008,0
134.644,369.541,81.518,4
64.588,210.697,109.919,5
78.105,343.656,136.867,2
68.877,289.337,104.616,5
115.57,287.22,-52.419,8
75.864,344.287,154.109,2
20.826,430.933,103.46,7
33.803,69.293,104.627,9
101.943,264.605,-159.167,0
50.686,353.79,125.058,2
110.702,234.947,135.987,5
17.134,378.208,88.872,3
55.373,303.786,46.689,3
79,273.982,101.494,5
65.749,513.476,68.57,6
37.21,320.911,76.26,3
126.534,343.426,47.034,4
75.521,218.699,75.398,5
133.244,360.193,44.774,4
59.011,343.09,-152.642,0
96.91,275.564,-142.589,0
45.438,176.451,25.337,9
126.406,296.019,-19.604,8
79.995,485.885,98.579,6
91.125,388.006,127.942,2
132.38,368.7,81.272,4
28.973,312.186,64.821,3
74.764,232.059,72.836,5
54.642,307.085,61.355,3
81.87,275.503,113.644,5
40.086,333.67,101.607,3
52.971,306.604,36.956,3
75.96,329.396,140.66,2
132.28,362.048,75.201,4
127.145,322.754,91.425,4
91.985,398.011,132.482,2
87.82,493.851,78.451,6
112.289,482.17,-143.107,1
39.042,495.282,41.227,6
81.047,402.857,120.674,7
79.566,345.18,136.895,2
47.541,183.6,42.696,5
-8.327,103.012,44.593,9
20.16,300.849,87.345,3
70.679,328.826,108.915,2
75.572,291.719,94.483,2
99.993,271.884,-148.135,0
106.36,328.179,7.962,8
78.647,550.116,29.95,6
66.376,534.13,22.113,6
68.479,191.437,101.959,5
66.668,290.054,102.442,2
64.633,212.975,112.268,5
119.365,264.614,-170.228,0
124.003,285.641,-43.671,8
117.617,343.484,94.054,4
118.105,486.189,-151.033,1
24.883,326.352,104.67,3
123.934,479.487,84.836,7
29.601,553.166,-159.729,1
64.141,211.04,101.046,5
84.41,413.158,125.786,7
114.811,497.887,-70.047,1
81.595,357.887,126.101,2
123.805,296.526,15.77,8
122.521,294.428,-42.069,8
26.12,370.074,105.128,3
50.181,528.773,-67.556,1
38.308,161.428,33.692,9
23.619,417.625,111.386,7
119.099,493.723,-147.329,1
137.299,370.714,67.702,4
60.668,334.326,-0.855,3
135.897,369.964,67.864,4
138.01,379.053,83.95,4
48.582,328.414,-145.141,0
68.271,506.096,76.883,6
82.81,442.457,121.994,7
112.775,309.322,85.288,4
73.122,220.758,115.069,5
66.945,278.798,110.11,5
57.148,237.271,79.973,5
81.801,459.719,97.668,7
112.366,307.882,88.107,4
80.009,225.543,125.426,5
52.4,363.699,126.919,2
95.244,211.911,100.777,5
131.294,416.571,111.444,7
119.097,500.972,-106.349,1
40.348,325.953,17.624,3
31.822,513.63,29.861,6
49.908,313.115,-169.049,0
79.095,436.788,126.074,7
132.409,454.813,87.694,7
29.654,344.511,55.818,3
43.892,424.643,123.72,7
30.493,525.811,-65.248,1
51.437,391.926,132.284,7
71.975,551.706,11.578,6
22.437,358.485,30.339,3
78.301,378.4,131.626,2
74.135,361.207,111.961,2
39.61,326.351,58.746,3
42.086,178.414,30.006,9
11.663,407.215,62.353,7
41.972,309.887,-50.904,0
79.654,465.365,90.375,6
83.967,275.599,109.758,5
18.669,154.403,14.301,9
41.854,321.025,-108.441,0
12.596,421.305,80.039,7
11.07,399.527,60.262,7
38.432,312.717,92.937,2
82.187,492.555,86.316,6
56.785,312.869,117.331,2
33.732,333.907,39.722,3
75.505,375.609,137.328,2
76.923,390.791,145.186,2
81.723,374.657,117.927,2
87.238,306.899,91.743,2
69.591,223.137,111.399,5
84.567,540.441,41.619,6
122.189,300.606,99.982,4
110.292,303.922,-30.367,8
87.747,189.822,52.329,5
59.031,317.548,131.41,2
88.482,357.341,127.654,2
75.87,314.708,142.111,2
63.318,239.821,65.994,5
41.31,321.01,-165.303,0
36.751,535.071,-87.032,1
28.431,550.924,-133.182,1
71.863,444.421,119.832,7
55.665,322.708,-79.127,0
110.952,210.696,108.083,5
32.298,340.014,25.416,3
38.352,323.12,115.879,2
42.121,528.649,-68.372,1
70.216,435.566,111.313,7
118.283,336.539,77.514,4
85.227,326.24,102.982,2
101.627,491.061,-144.543,1
51.739,325.801,7.555,3
39.71,384.744,127.891,7
49.405,208.02,109.274,5
49.35,246.698,123.654,5
74.608,281.01,99.227,5
103.712,476.161,101.928,7
138.704,438.516,94.507,7
44.987,241.417,129.256,5
11.46,399.943,56.632,7
65.951,287.383,103.609,5
84.738,364.331,126.708,2
33.624,518.816,-73.564,1
77.489,373.716,134.962,2
51.879,311.791,76.113,2
38.075,331.858,-40.11,0
71.784,511.169,78.856,6
42.443,495.884,26.409,6
86.064,287.971,95.623,5
39.275,304.485,-2.413,3
106.119,277.658,-132.748,0
107.664,503.022,24.129,6
67.288,216.548,142.4,5
50.501,324.256,-111.233,0
117.813,172.775,39.873,5
63.879,299.411,20.901,8
75.578,217.049,81.907,5
46.415,332.334,-150.632,0
93.642,231.026,90.146,5
54.423,319.404,-49.821,0
69.813,288.241,99.088,5
64.082,304.446,101.938,2
29.307,353.517,91.383,3
35.34,332.946,-60.701,0
21.291,363.434,58.587,3
84.554,313.388,103.72,2
89.991,343.067,120.69,2
47,470.321,101.309,6
148.312,142.122,17.913,10
103.144,497.625,-76.721,1
39.025,311.988,-48.885,0
48.305,300.863,107.242,2
78.118,528.05,29.415,6
52.33,372.174,128.77,2
89.139,279.289,-135.183,0
85.649,537.928,44.763,6
77.984,556.288,10.236,6
72.363,240.737,94.505,5
106.986,497.597,-87.91,1
109.702,489.414,48.856,6
77.103,343.199,151.614,2
73.796,287.359,35.691,8
54.745,493.169,57.224,6
85.971,339.584,119.004,2
100.706,432.311,124.621,7
102.731,249.912,117.387,5
65.308,475.484,84.803,6
109.958,215.535,108.146,5
30.904,512.18,-17.25,6
81.261,304.15,112.582,2
35.729,297.027,10.713,3
128.069,349.984,35.475,4
11.517,397.807,81.128,7
109.188,324.765,93.317,4
61.186,352.156,126.398,2
56.313,249.134,119.162,5
-6.299,65.963,87.322,9
101.851,308.571,75.619,4
77.204,545.819,38.995,6
35.559,319.388,64.101,3
123.356,504.489,-29.844,1
96.537,309.267,93.102,2
83.318,327.763,110.758,2
87.389,273.095,105.504,5
36.95,468.612,89.906,6
113.911,279.847,-96.808,0
120.167,298.506,68.649,4
107.013,497.598,-87.856,1
157.038,124.931,21.888,10
60.551,315.388,95.723,2
65.91,202.974,76.038,5
60.403,301.915,85.542,2
21.594,147.152,14.075,9
75.877,554.116,-33.249,6
116.062,326.618,57.046,4
-20.518,100.066,51.499,9
46.517,212.083,110.608,5
121.848,386.871,118.475,2
101.387,328.525,128.46,2
-4.725,108.223,33.537,9
36.685,520.193,-79.404,1
72.509,395.897,131.159,2
59.308,398.83,132.755,7
31.219,502.919,16.993,6
30.196,295.632,102.266,2
53.918,328.715,7.965,3
71.791,283.937,23.732,8
111.669,241.46,118.637,5
109.345,363.487,121.915,2
36.226,533.544,-75.318,1
51.835,319.722,-86.569,0
